0180I Following is a set of records pertinent to the General Election held on Tuesday, November 6, 2012, originated at Suffolk County Board of Elections on January 16, 2013 at 10:35 AM
0064RPresident                               U     1051090218801
0044CGOODE, VIRGIL            CST 000491 1I 
0084E2131P0714000481              351216  000300200000010002000001720003025600410001
0084E2132P0514000345              351016  000000000100000003000001580003016800120000
0084E2133P0605000428              321016  000100000100000002000002050002020400130000
0084E2134P0906000578              351016  000500000000010003000002760003026300220005
0084E2135P0931000555              351016  000800000000000003000002360006025900410002
0084E2136P0871000555              321216  000400100000000004000002470002026800270002
0084E2137P0716000469              321016  000400000100000004000002490006018200200003
0084E2138P1018000612              321017  000000000200000005000003110006026200230003
0084E2139P0651000441              351016  000100000000000003000001890001022700170003
0084E2140P0947000694              351218  000300100400000005000002730008036200360002
0084E2141P0366000266              351216  000000000000000002000000970002013600260003
0084E2142P0504000376              321213  000300000000000002000001370004021100180001
0084E2143P0600000419              351017  000100000000000002000001850007019900240001
0084E2144P1547000966              321016  000200000000000008000104330012045600520002
0084E2145P0765000504              321017  000000000100000001000002540003023200100003
0084E2146P0222000157              321016  000000000000000001000000830002006900020000
0084E2147P0576000356              351016  000100000000000001000001470007018100180001
0084E2148P0516000362              321216  000200000100000003000001420001019900130001
0084E2149P0643000475              351218  000000100200000002000102220010020300330001
0084E2150P0425000318              351018  000000000100000003000001750005010300260005
0084E2151P0856000570              321017  000300000000000003000002840002024400340000
0084E2152P0310000184              321216  000400000000000000000000790006008700080000
0084E2153P0600000474              351218  000200000100000002000001970009022600370000
0084E2154P0535000358              351017  000100100100000002000001640006015800250000
0084E2155P0692000464              351017  000300100100000003000002320005018200340003
0084E2156P0452000338              351218  000200000200000001000001700002014300170001
0084E2157P0551000349              351218  000000100000000002000001500014016500160001
0084E2158P1539000987              321017  000400000300010005000007430022017700260006
0084E2159P0528000368              351216  000400000000000001000001390004019600220002
0084E2160P0406000296              351018  000000000000000002000000990002017600150002
0084E2161P0523000381              351218  000000000100020003000001700005018400130003
0084E2162P1444000913              351017  000800200100000004000003650004047500500004
0084E2163P0821000581              351016  000000000000010003000002330007030700270003
0084E2164P0547000377              351218  000100000000000002000001600001019200180003
0084E2165P0713000419              321216  000500000100000001000101760002020000320001
0084E2166P0617000403              321017  000000000100000004000001990009016400250001
0084E2167P0505000374              351016  000000100000000000000001580000020100130001
0084E2168P0614000444              351018  000100000100000004000001630006024000290000
0084E2169P0701000460              321213  000300000000000004000002120006020000350000
0084E2170P0381000255              321016  000000000000000004000001130002012900070000
0084E2171P0228000136              351016  000100000000010004000000560000006600070001
0084E2172P0026000021              321016  000000000000000000000000040000001200040001
0084E2173P0030000023              321016  000000000000000000000000110001000900020000
0084E2174P0065000041              351216  000100100000000000000000130000002000030003
0084E2175P0233000140              351216  000200000000000000000000590000007300060000
0084E2176P0032000016              321017  000000000000000000000000120001000300000000
0084E2177P0299000126              351017  000000000000000002000001070002001300020000
0084E2178P0723000493              351017  000200000000000002000002050004026600130001
0084E3001P0776000526              24 911  000300000100000000000001760007029900350005
0084E3002P0583000411              24 911  001200000200000004000101720006019100220001
0084E3003P0882000545              24 711  000300100100000003000203720007013600170003
0084E3004P0982000600              24 711  000500000000000000000004280021012200220002
0084E3005P0477000313              24 711  000400000200000000000002550011003000110000
0084E3006P0057000050              24 710  000100000000000000000000320003001200020000
0084E3007P0921000583              24 711  000000100100000001000003070013023400230003
0084E3008P0962000455              24 711  000000000000000002000002900012013700130001
0084E3009P1163000665              24 6 9  000200000100000001000005700015006500090002
0084E3010P1032000762              24 710  000700100000000008000002710015038100760003
0084E3011P0845000588              24 710  000100100000000003000002780012025000420001
0084E3012P1587001110              24 710  000500600100030008000005540034043300630003
0084E3013P0900000671              23 710  000400000200000008000001800011041000510005
0084E3014P1075000722              24 710  000700000000000007000002910014035500470001
0084E3015P1218000807              24 710  000700000000000003000003410023036600660001
0084E3016P2033001338              23 6 9  000300000100010006000109140017034800430004
0084E3017P1797001088              23 6 9  001000800200010002000008820028013000220003
0084E3018P0787000583              23 7 8  000600000200000004000002800016023300390003
0084E3019P0600000458              23 7 8  000200100100000000000002070005021700230002
0084E3020P0780000546              23 7 8  000500000000000001000002510011023200410005
0084E3021P1011000746              23 7 8  000000100100000006000103320021032800520004
0084E3022P0134000087              23 7 8  000000000000010000000000280005004800050000
0084E3023P0658000426              24 5 8  000200000100000004000001870014019600210001
0084E3024P0933000642              23 7 8  000200000200010002000002930008028300490002
0084E3025P1474000943              23 5 8  000100100100000006000003680032047800540002
0084E3026P0794000582              24 711  000300000100000004000002220004030600420000
0084E3027P1010000592              24 610  000000100000000001000004330014012400190000
0084E3028P0939000622              24 710  000300000200020005000002690005028900440003
0084E3029P2024001070              24 611  001000100000010001000009470017007500180000
0084E3030P1340000826              23 6 9  000000000000000002000006650013011000310005
0084E3031P1096000757              24 911  000300100000000004000002590007041900640000
0084E3032P0749000472              24 611  000100000100010011000002410009018400230001
0084E3033P0889000546              23 6 9  000000000000000002000004500008006700120007
0084E3034P1073000664              24 610  000100000000010006000003310007027300390006
0084E3035P0463000300              24 710  000200100000000003000001110009014500290000
0084E3036P0613000368              23 6 9  000200000000010001000002890005006100090000
0084E3037P1026000668              23 7 8  000100100300020004000002730004033800420000
0084E3038P0767000560              23 7 8  000400000100010004000002810009021800380004
0084E3039P0703000516              23 7 8  000100000000000002000001970013026700310005
0084E3040P0659000483              24 710  000100000100000004000001590008026200450003
0084E3041P0335000256              24 911  000000000000000003000001130001011700210001
0084E3042P1161000768              24 911  000100000100020003000002910015040200510002
