PRESIDENT,District #,Vote,Obama D,McCain R,McCain IDC,McCain C,Obama WF,Calero SW,LaRiva S&L,McKinney G,Barr L,Nader Pop,Write-in,Void/Blank
,06|,611,245,251,13,28,13,0,61,,,,,
TOWN   TOTAL,|,69286,34780,21331,1468,2549,2303,3,6852,,,,,
GRAND  TOTAL,|,69286,34780,21331,1468,2549,2303,3,6852,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 121,District #,Vote,Stirpe D,Knapp R,Knapp IDC,Knapp C,Stirpe WF,Write-in,Voids/Blanks,,,,,
,,,,,,,,,,,,,,
CICERO      ,,15149,7822,4377,336,543,546,0,1525,,,,,
CLAY        ,,28689,14843,8109,571,991,1116,1,3058,,,,,
LAFAYETTE   ,,2793,880,1332,137,178,76,1,189,,,,,
MANLIUS     ,,18711,9598,5936,343,642,482,1,1709,,,,,
POMPEY      ,,3944,1637,1577,81,195,83,0,371,,,,,
TOWN   TOTAL,,69286,34780,21331,1468,2549,2303,3,6852,,,,,
GRAND  TOTAL,,69286,34780,21331,1468,2549,2303,3,6852,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 124,District #,Vote,Burns D,Barclay R,Barclay IDC,Barclay C,Write-in,Voids/Blanks,,,,,,
,,,,,,,,,,,,,,
CAMILLUS,01|,663,176,347,25,29,0,86,,,,,,
,02|,786,275,321,35,32,0,123,,,,,,
,03|,283,90,133,9,7,0,44,,,,,,
,04|,594,209,246,27,33,0,79,,,,,,
,05|,620,200,287,22,24,0,87,,,,,,
,06|,432,157,173,18,20,0,64,,,,,,
,07|,1017,275,503,39,54,1,145,,,,,,
,08|,289,88,134,7,13,0,47,,,,,,
,09|,503,156,223,16,23,0,85,,,,,,
,10|,513,179,225,19,13,0,77,,,,,,
,11|,551,168,223,30,31,0,99,,,,,,
,12|,336,127,128,9,10,1,61,,,,,,
,13|,581,193,236,20,27,0,105,,,,,,
,14|,459,112,246,17,26,0,58,,,,,,
,15|,575,180,277,23,25,0,70,,,,,,
,16|,613,217,254,19,29,1,93,,,,,,
,17|,423,119,194,21,29,0,60,,,,,,
,18|,526,141,243,12,26,0,104,,,,,,
,19|,469,115,260,14,22,0,58,,,,,,
,20|,500,169,191,20,25,0,95,,,,,,
,21|,345,105,154,11,10,0,65,,,,,,
,22|,384,117,183,5,15,0,64,,,,,,
,23|,434,109,218,14,26,0,67,,,,,,
,24|,547,140,295,19,17,0,76,,,,,,
,25|,430,139,182,22,17,0,70,,,,,,
,26|,750,243,340,15,31,1,120,,,,,,
ELBRIDGE,01|,525,138,227,22,27,0,111,,,,,,
,02|,473,137,191,25,36,0,84,,,,,,
,03|,638,174,282,35,35,0,112,,,,,,
,04|,288,75,135,7,17,2,52,,,,,,
,05|,440,112,205,19,28,0,76,,,,,,
,06|,454,128,216,15,15,0,80,,,,,,
LYSANDER,01|,586,147,292,18,30,0,99,,,,,,
,02|,474,131,216,24,27,0,76,,,,,,
,03|,524,166,233,17,29,0,79,,,,,,
,04|,390,124,181,20,20,0,45,,,,,,
,05|,423,136,179,17,16,0,75,,,,,,
,06|,424,118,211,15,12,0,68,,,,,,
,07|,430,134,177,12,16,0,91,,,,,,
,08|,841,240,410,28,43,0,120,,,,,,
,09|,566,160,253,24,27,0,102,,,,,,
,10|,342,122,162,13,11,0,34,,,,,,
,11|,443,126,213,14,24,0,66,,,,,,
,12|,615,202,268,26,25,0,94,,,,,,
,13|,755,232,387,25,29,0,82,,,,,,
,14|,380,130,175,13,10,0,52,,,,,,
,15|,541,163,276,14,21,0,67,,,,,,
,16|,582,167,301,15,25,0,74,,,,,,
,17|,465,154,187,20,11,0,93,,,,,,
,18|,551,162,277,26,20,0,66,,,,,,
,19|,906,223,485,35,24,0,139,,,,,,
,20|,928,248,489,37,46,0,108,,,,,,
MARCELLUS,01|,528,194,228,22,23,0,61,,,,,,
,02|,521,135,264,17,26,0,79,,,,,,
,03|,543,158,275,17,24,0,69,,,,,,
,04|,652,198,321,24,34,0,75,,,,,,
,05|,684,197,318,33,33,0,103,,,,,,
,06|,712,218,332,40,28,0,94,,,,,,
SKANEATELES,01|,646,164,359,30,18,0,75,,,,,,
,02|,597,175,303,19,28,0,72,,,,,,
,03|,527,168,255,21,8,0,75,,,,,,
,04|,648,171,341,25,23,0,88,,,,,,
,05|,663,190,327,30,33,0,83,,,,,,
,06|,360,94,165,15,16,0,70,,,,,,
,07|,593,171,305,33,13,0,71,,,,,,
,08|,516,149,260,7,26,0,74,,,,,,
TOWN   TOTAL,|,35797,10630,16897,1357,1571,6,5336,,,,,,
GRAND  TOTAL,|,35797,10630,16897,1357,1571,6,5336,,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 124,District,Vote,Burns D,Barclay R,Barclay IDC,Barclay C,Write-in,Voids/Blanks,,,,,,
,,,,,,,,,,,,,,
CAMILLUS    ,,13623,4199,6216,488,614,4,2102,,,,,,
ELBRIDGE    ,,2818,764,1256,123,158,2,515,,,,,,
LYSANDER    ,,11166,3285,5372,413,466,0,1630,,,,,,
MARCELLUS   ,,3640,1100,1738,153,168,0,481,,,,,,
SKANEATELES ,,4550,1282,2315,180,165,0,608,,,,,,
TOWN   TOTAL,,35797,10630,16897,1357,1571,6,5336,,,,,,
GRAND  TOTAL,,35797,10630,16897,1357,1571,6,5336,,,,,,
,,,,,,,,,,,,,,
ASSEMBLY 129,District,Vote,Sargent D,Kolb R,Kolb IDC,Kolb C,Write in,Voids/Blanks,,,,,,
,,,,,,,,,,,,,,
FABIUS     ,1,665,166,327,18,30,0,124,,,,,,
,2,407,121,186,8,22,0,70,,,,,,
OTISCO     ,1,827,213,408,28,51,0,127,,,,,,
,2,551,166,247,17,29,0,92,,,,,,
SPAFFORD   ,1,716,221,351,16,27,0,101,,,,,,
,2,313,106,131,10,14,0,52,,,,,,
TULLY    ,1,461,128,211,18,22,0,82,,,,,,
,2,578,154,294,15,26,0,89,,,,,,
,3,508,161,215,17,31,0,84,,,,,,
TOWN   TOTAL,,5026,1436,2370,147,252,0,821,,,,,,
GRAND  TOTAL,,5026,1436,2370,147,252,0,821,,,,,,
,,,,,,,,,,,,,,
FABIUS      ,,1072,287,513,26,52,0,194,,,,,,
OTISCO      ,,1378,379,655,45,80,0,219,,,,,,
SPAFFORD    ,,1029,327,482,26,41,0,153,,,,,,
TULLY       ,,1547,443,720,50,79,0,255,,,,,,
TOWN   TOTAL,,5026,1436,2370,147,252,0,821,,,,,,
GRAND  TOTAL,,5026,1436,2370,147,252,0,821,,,,,,
,,,,,,,,,,,,,,
