Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
County Judge and Surrogate,Nikki J. Moreschi,GRE,"Stony Creek 1 ",0,0,0,0,0.00
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Horicon 1,2 ",0,1,6,7,0.76
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Thurman 1 ",0,0,5,5,0.88
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Warrensburg 1,2,3 ",4,1,9,14,0.78
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Queensbury Ward 1 1,2,3,4,5 ",10,5,9,24,0.51
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Queensbury Ward 2  1,2,3,4 ",9,9,14,32,0.75
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Queensbury Ward 3 1,2,3,4 ",11,3,16,30,0.74
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Queensbury Ward 4 1,2,3 ",3,0,20,23,0.74
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Glens Falls Ward 1 1 ",0,1,7,8,0.94
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Glens Falls Ward 2 1,2 ",4,3,18,25,1.35
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Glens Falls Ward 3 1,2 ",1,5,10,16,0.84
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Glens Falls Ward 4 1 ",1,2,3,6,0.78
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Glens Falls Ward 5 1,2 ",4,1,3,8,0.61
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Bolton 1,2 ",2,0,4,6,0.44
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Chester 1,2 ",3,0,4,7,0.38
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Hague 1 ",0,0,2,2,0.45
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Johnsburg 1,2 ",3,0,5,8,0.69
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Lake George 1,2 ",1,1,9,11,0.53
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Lake Luzerne 1,2 ",2,3,12,17,0.99
County Judge and Surrogate,Nikki J. Moreschi,LBT,"Stony Creek 1 ",0,0,4,4,0.95
County Judge and Surrogate,Robert A. Smith,IND,"Horicon 1,2 ",1,2,6,9,0.98
County Judge and Surrogate,Robert A. Smith,IND,"Thurman 1 ",1,0,12,13,2.30
County Judge and Surrogate,Robert A. Smith,IND,"Warrensburg 1,2,3 ",8,3,14,25,1.39
County Judge and Surrogate,Robert A. Smith,IND,"Queensbury Ward 1 1,2,3,4,5 ",42,28,53,123,2.61
County Judge and Surrogate,Robert A. Smith,IND,"Queensbury Ward 2  1,2,3,4 ",35,20,36,91,2.13
County Judge and Surrogate,Robert A. Smith,IND,"Queensbury Ward 3 1,2,3,4 ",31,28,51,110,2.72
County Judge and Surrogate,Robert A. Smith,IND,"Queensbury Ward 4 1,2,3 ",23,17,35,75,2.42
County Judge and Surrogate,Robert A. Smith,IND,"Glens Falls Ward 1 1 ",5,2,15,22,2.60
County Judge and Surrogate,Robert A. Smith,IND,"Glens Falls Ward 2 1,2 ",8,8,22,38,2.05
County Judge and Surrogate,Robert A. Smith,IND,"Glens Falls Ward 3 1,2 ",6,13,8,27,1.41
County Judge and Surrogate,Robert A. Smith,IND,"Glens Falls Ward 4 1 ",6,3,12,21,2.73
County Judge and Surrogate,Robert A. Smith,IND,"Glens Falls Ward 5 1,2 ",14,3,20,37,2.82
County Judge and Surrogate,Robert A. Smith,IND,"Bolton 1,2 ",5,3,19,27,1.98
County Judge and Surrogate,Robert A. Smith,IND,"Chester 1,2 ",9,1,29,39,2.11
County Judge and Surrogate,Robert A. Smith,IND,"Hague 1 ",2,0,6,8,1.80
County Judge and Surrogate,Robert A. Smith,IND,"Johnsburg 1,2 ",5,0,17,22,1.89
County Judge and Surrogate,Robert A. Smith,IND,"Lake George 1,2 ",3,10,23,36,1.75
County Judge and Surrogate,Robert A. Smith,IND,"Lake Luzerne 1,2 ",4,3,7,14,0.81
County Judge and Surrogate,Robert A. Smith,IND,"Stony Creek 1 ",1,0,1,2,0.48
County Judge and Surrogate,Write-in,,"Horicon 1,2 ",0,0,1,1,0.11
County Judge and Surrogate,Write-in,,"Thurman 1 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Warrensburg 1,2,3 ",0,0,1,1,0.06
County Judge and Surrogate,Write-in,,"Queensbury Ward 1 1,2,3,4,5 ",1,0,2,3,0.06
County Judge and Surrogate,Write-in,,"Queensbury Ward 2  1,2,3,4 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Queensbury Ward 3 1,2,3,4 ",0,1,0,1,0.02
County Judge and Surrogate,Write-in,,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Glens Falls Ward 1 1 ",1,0,0,1,0.12
County Judge and Surrogate,Write-in,,"Glens Falls Ward 2 1,2 ",0,0,1,1,0.05
County Judge and Surrogate,Write-in,,"Glens Falls Ward 3 1,2 ",1,0,0,1,0.05
County Judge and Surrogate,Write-in,,"Glens Falls Ward 4 1 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Glens Falls Ward 5 1,2 ",0,0,1,1,0.08
County Judge and Surrogate,Write-in,,"Bolton 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Chester 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Hague 1 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Johnsburg 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Lake George 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Lake Luzerne 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,Write-in,,"Stony Creek 1 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Horicon 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Thurman 1 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Warrensburg 1,2,3 ",2,0,1,3,0.17
County Judge and Surrogate,"Gregory Canale ",,"Queensbury Ward 1 1,2,3,4,5 ",2,0,0,2,0.04
County Judge and Surrogate,"Gregory Canale ",,"Queensbury Ward 2  1,2,3,4 ",0,0,2,2,0.05
County Judge and Surrogate,"Gregory Canale ",,"Queensbury Ward 3 1,2,3,4 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Glens Falls Ward 2 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Glens Falls Ward 3 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Glens Falls Ward 4 1 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Glens Falls Ward 5 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Bolton 1,2 ",2,0,1,3,0.22
County Judge and Surrogate,"Gregory Canale ",,"Chester 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Hague 1 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Johnsburg 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,"Gregory Canale ",,"Lake George 1,2 ",2,0,1,3,0.15
County Judge and Surrogate,"Gregory Canale ",,"Lake Luzerne 1,2 ",1,0,0,1,0.06
County Judge and Surrogate,"Gregory Canale ",,"Stony Creek 1 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Horicon 1,2 ",1,0,0,1,0.11
County Judge and Surrogate,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",0,0,1,1,0.02
County Judge and Surrogate,OVER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",2,0,0,2,0.05
County Judge and Surrogate,OVER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",3,0,0,3,0.07
County Judge and Surrogate,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",1,0,0,1,0.03
County Judge and Surrogate,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Glens Falls Ward 2 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Glens Falls Ward 3 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Glens Falls Ward 4 1 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Glens Falls Ward 5 1,2 ",1,0,0,1,0.08
County Judge and Surrogate,OVER VOTES,STATS,"Bolton 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Chester 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Hague 1 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Johnsburg 1,2 ",0,0,1,1,0.09
County Judge and Surrogate,OVER VOTES,STATS,"Lake George 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Lake Luzerne 1,2 ",0,0,0,0,0.00
County Judge and Surrogate,OVER VOTES,STATS,"Stony Creek 1 ",1,0,0,1,0.24
County Judge and Surrogate,UNDER VOTES,STATS,"Horicon 1,2 ",10,3,26,39,4.26
County Judge and Surrogate,UNDER VOTES,STATS,"Thurman 1 ",3,2,43,48,8.48
County Judge and Surrogate,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",11,11,61,83,4.63
County Judge and Surrogate,UNDER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",52,34,58,144,3.06
County Judge and Surrogate,UNDER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",45,33,57,135,3.16
County Judge and Surrogate,UNDER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",35,20,56,111,2.75
County Judge and Surrogate,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",27,13,54,94,3.03
County Judge and Surrogate,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",15,5,18,38,4.49
County Judge and Surrogate,UNDER VOTES,STATS,"Glens Falls Ward 2 1,2 ",5,14,30,49,2.64
County Judge and Surrogate,UNDER VOTES,STATS,"Glens Falls Ward 3 1,2 ",13,8,25,46,2.41
County Judge and Surrogate,UNDER VOTES,STATS,"Glens Falls Ward 4 1 ",3,1,19,23,2.99
County Judge and Surrogate,UNDER VOTES,STATS,"Glens Falls Ward 5 1,2 ",3,9,26,38,2.89
County Judge and Surrogate,UNDER VOTES,STATS,"Bolton 1,2 ",10,4,33,47,3.44
County Judge and Surrogate,UNDER VOTES,STATS,"Chester 1,2 ",3,0,38,41,2.22
County Judge and Surrogate,UNDER VOTES,STATS,"Hague 1 ",7,0,24,31,6.97
County Judge and Surrogate,UNDER VOTES,STATS,"Johnsburg 1,2 ",11,1,32,44,3.78
County Judge and Surrogate,UNDER VOTES,STATS,"Lake George 1,2 ",12,7,43,62,3.01
County Judge and Surrogate,UNDER VOTES,STATS,"Lake Luzerne 1,2 ",13,2,40,55,3.19
County Judge and Surrogate,UNDER VOTES,STATS,"Stony Creek 1 ",7,0,15,22,5.23
County Coroner,Lynn M. Keil,REP,"Horicon 1,2 ",161,55,529,745,99.87
County Coroner,Lynn M. Keil,REP,"Thurman 1 ",43,22,355,420,99.76
County Coroner,Lynn M. Keil,REP,"Warrensburg 1,2,3 ",267,155,1007,1429,99.65
County Coroner,Lynn M. Keil,REP,"Queensbury Ward 1 1,2,3,4,5 ",856,1025,1766,3647,99.64
County Coroner,Lynn M. Keil,REP,"Queensbury Ward 2  1,2,3,4 ",876,850,1503,3229,99.66
County Coroner,Lynn M. Keil,REP,"Queensbury Ward 3 1,2,3,4 ",732,874,1553,3159,99.78
County Coroner,Lynn M. Keil,REP,"Queensbury Ward 4 1,2,3 ",500,510,1445,2455,99.63
County Coroner,Lynn M. Keil,REP,"Glens Falls Ward 1 1 ",133,70,409,612,99.03
County Coroner,Lynn M. Keil,REP,"Glens Falls Ward 2 1,2 ",271,228,792,1291,99.08
County Coroner,Lynn M. Keil,REP,"Glens Falls Ward 3 1,2 ",296,311,706,1313,98.65
County Coroner,Lynn M. Keil,REP,"Glens Falls Ward 4 1 ",119,99,335,553,99.10
County Coroner,Lynn M. Keil,REP,"Glens Falls Ward 5 1,2 ",176,128,656,960,99.59
County Coroner,Lynn M. Keil,REP,"Bolton 1,2 ",210,96,717,1023,99.80
County Coroner,Lynn M. Keil,REP,"Chester 1,2 ",288,106,1034,1428,99.72
County Coroner,Lynn M. Keil,REP,"Hague 1 ",53,16,243,312,100.00
County Coroner,Lynn M. Keil,REP,"Johnsburg 1,2 ",164,35,613,812,99.88
County Coroner,Lynn M. Keil,REP,"Lake George 1,2 ",287,256,992,1535,99.68
County Coroner,Lynn M. Keil,REP,"Lake Luzerne 1,2 ",212,119,972,1303,99.69
County Coroner,Lynn M. Keil,REP,"Stony Creek 1 ",41,5,276,322,99.69
County Coroner,Write-in,,"Horicon 1,2 ",1,0,0,1,0.13
County Coroner,Write-in,,"Thurman 1 ",1,0,0,1,0.24
County Coroner,Write-in,,"Warrensburg 1,2,3 ",4,1,0,5,0.35
County Coroner,Write-in,,"Queensbury Ward 1 1,2,3,4,5 ",2,5,6,13,0.36
County Coroner,Write-in,,"Queensbury Ward 2  1,2,3,4 ",3,4,4,11,0.34
County Coroner,Write-in,,"Queensbury Ward 3 1,2,3,4 ",0,4,3,7,0.22
County Coroner,Write-in,,"Queensbury Ward 4 1,2,3 ",5,1,3,9,0.37
County Coroner,Write-in,,"Glens Falls Ward 1 1 ",2,3,1,6,0.97
County Coroner,Write-in,,"Glens Falls Ward 2 1,2 ",3,0,9,12,0.92
County Coroner,Write-in,,"Glens Falls Ward 3 1,2 ",6,5,7,18,1.35
County Coroner,Write-in,,"Glens Falls Ward 4 1 ",1,1,3,5,0.90
County Coroner,Write-in,,"Glens Falls Ward 5 1,2 ",2,0,2,4,0.41
County Coroner,Write-in,,"Bolton 1,2 ",0,0,2,2,0.20
County Coroner,Write-in,,"Chester 1,2 ",1,1,2,4,0.28
County Coroner,Write-in,,"Hague 1 ",0,0,0,0,0.00
County Coroner,Write-in,,"Johnsburg 1,2 ",1,0,0,1,0.12
County Coroner,Write-in,,"Lake George 1,2 ",0,2,3,5,0.32
County Coroner,Write-in,,"Lake Luzerne 1,2 ",2,1,1,4,0.31
County Coroner,Write-in,,"Stony Creek 1 ",0,0,1,1,0.31
County Coroner,OVER VOTES,STATS,"Horicon 1,2 ",1,0,0,1,0.13
County Coroner,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",1,0,0,1,0.03
County Coroner,OVER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",3,0,0,3,0.09
County Coroner,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",1,0,1,2,0.08
County Coroner,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Glens Falls Ward 2 1,2 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Glens Falls Ward 3 1,2 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Glens Falls Ward 4 1 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Glens Falls Ward 5 1,2 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Bolton 1,2 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Chester 1,2 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Hague 1 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Johnsburg 1,2 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Lake George 1,2 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Lake Luzerne 1,2 ",0,0,0,0,0.00
County Coroner,OVER VOTES,STATS,"Stony Creek 1 ",26,0,0,26,8.05
County Coroner,UNDER VOTES,STATS,"Horicon 1,2 ",50,22,137,209,28.02
County Coroner,UNDER VOTES,STATS,"Thurman 1 ",26,14,153,193,45.84
County Coroner,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",100,77,265,442,30.82
County Coroner,UNDER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",368,447,382,1197,32.70
County Coroner,UNDER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",431,402,335,1168,36.05
County Coroner,UNDER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",315,330,337,982,31.02
County Coroner,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",228,224,282,734,29.79
County Coroner,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",77,43,147,267,43.20
County Coroner,UNDER VOTES,STATS,"Glens Falls Ward 2 1,2 ",170,144,286,600,46.05
County Coroner,UNDER VOTES,STATS,"Glens Falls Ward 3 1,2 ",152,219,254,625,46.96
County Coroner,UNDER VOTES,STATS,"Glens Falls Ward 4 1 ",72,54,109,235,42.11
County Coroner,UNDER VOTES,STATS,"Glens Falls Ward 5 1,2 ",93,85,211,389,40.35
County Coroner,UNDER VOTES,STATS,"Bolton 1,2 ",94,58,237,389,37.95
County Coroner,UNDER VOTES,STATS,"Chester 1,2 ",124,54,275,453,31.63
County Coroner,UNDER VOTES,STATS,"Hague 1 ",52,12,100,164,52.56
County Coroner,UNDER VOTES,STATS,"Johnsburg 1,2 ",118,41,236,395,48.59
County Coroner,UNDER VOTES,STATS,"Lake George 1,2 ",170,144,266,580,37.66
County Coroner,UNDER VOTES,STATS,"Lake Luzerne 1,2 ",92,101,277,470,35.96
County Coroner,UNDER VOTES,STATS,"Stony Creek 1 ",0,2,93,95,29.41
Warrensburg Town Clerk,Pamela M. Lloyd,REP,"Horicon 1,2 ",0,0,0,0,0.00
Warrensburg Town Clerk,Pamela M. Lloyd,REP,"Thurman 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,Pamela M. Lloyd,REP,"Warrensburg 1,2,3 ",257,152,1008,1417,93.84
Warrensburg Town Clerk,Pamela M. Lloyd,REP,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Warrensburg Town Clerk,Pamela M. Lloyd,REP,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,Pamela M. Lloyd,PCP,"Horicon 1,2 ",0,0,0,0,0.00
Warrensburg Town Clerk,Pamela M. Lloyd,PCP,"Thurman 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,Pamela M. Lloyd,PCP,"Warrensburg 1,2,3 ",32,11,28,71,4.70
Warrensburg Town Clerk,Pamela M. Lloyd,PCP,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Warrensburg Town Clerk,Pamela M. Lloyd,PCP,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,Write-in,,"Horicon 1,2 ",0,0,0,0,0.00
Warrensburg Town Clerk,Write-in,,"Thurman 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,Write-in,,"Warrensburg 1,2,3 ",2,1,0,3,0.20
Warrensburg Town Clerk,Write-in,,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Warrensburg Town Clerk,Write-in,,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,"Ilana Morgan ",,"Horicon 1,2 ",0,0,0,0,0.00
Warrensburg Town Clerk,"Ilana Morgan ",,"Thurman 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,"Ilana Morgan ",,"Warrensburg 1,2,3 ",4,0,15,19,1.26
Warrensburg Town Clerk,"Ilana Morgan ",,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Warrensburg Town Clerk,"Ilana Morgan ",,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,OVER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Warrensburg Town Clerk,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Warrensburg Town Clerk,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Warrensburg Town Clerk,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,UNDER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Warrensburg Town Clerk,UNDER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Warrensburg Town Clerk,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",76,69,221,366,24.24
Warrensburg Town Clerk,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Warrensburg Town Clerk,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,REP,"Horicon 1,2 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,REP,"Thurman 1 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,REP,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,REP,"Queensbury Ward 1 1,2,3,4,5 ",674,879,1597,3150,82.74
Queensbury Town Justice,Eric Schwenker,REP,"Queensbury Ward 2  1,2,3,4 ",657,704,1321,2682,80.88
Queensbury Town Justice,Eric Schwenker,REP,"Queensbury Ward 3 1,2,3,4 ",561,722,1381,2664,81.57
Queensbury Town Justice,Eric Schwenker,REP,"Queensbury Ward 4 1,2,3 ",399,409,1283,2091,83.11
Queensbury Town Justice,Eric Schwenker,REP,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,CON,"Horicon 1,2 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,CON,"Thurman 1 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,CON,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,CON,"Queensbury Ward 1 1,2,3,4,5 ",78,97,155,330,8.67
Queensbury Town Justice,Eric Schwenker,CON,"Queensbury Ward 2  1,2,3,4 ",80,56,136,272,8.20
Queensbury Town Justice,Eric Schwenker,CON,"Queensbury Ward 3 1,2,3,4 ",79,78,137,294,9.00
Queensbury Town Justice,Eric Schwenker,CON,"Queensbury Ward 4 1,2,3 ",38,41,114,193,7.67
Queensbury Town Justice,Eric Schwenker,CON,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,IND,"Horicon 1,2 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,IND,"Thurman 1 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,IND,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Queensbury Town Justice,Eric Schwenker,IND,"Queensbury Ward 1 1,2,3,4,5 ",123,92,99,314,8.25
Queensbury Town Justice,Eric Schwenker,IND,"Queensbury Ward 2  1,2,3,4 ",150,111,91,352,10.62
Queensbury Town Justice,Eric Schwenker,IND,"Queensbury Ward 3 1,2,3,4 ",109,90,98,297,9.09
Queensbury Town Justice,Eric Schwenker,IND,"Queensbury Ward 4 1,2,3 ",69,69,86,224,8.90
Queensbury Town Justice,Eric Schwenker,IND,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Queensbury Town Justice,Write-in,,"Horicon 1,2 ",0,0,0,0,0.00
Queensbury Town Justice,Write-in,,"Thurman 1 ",0,0,0,0,0.00
Queensbury Town Justice,Write-in,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Queensbury Town Justice,Write-in,,"Queensbury Ward 1 1,2,3,4,5 ",2,3,8,13,0.34
Queensbury Town Justice,Write-in,,"Queensbury Ward 2  1,2,3,4 ",3,2,5,10,0.30
Queensbury Town Justice,Write-in,,"Queensbury Ward 3 1,2,3,4 ",1,5,5,11,0.34
Queensbury Town Justice,Write-in,,"Queensbury Ward 4 1,2,3 ",4,1,3,8,0.32
Queensbury Town Justice,Write-in,,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Queensbury Town Justice,OVER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Queensbury Town Justice,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Queensbury Town Justice,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Queensbury Town Justice,OVER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",0,0,0,0,0.00
Queensbury Town Justice,OVER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",1,0,0,1,0.03
Queensbury Town Justice,OVER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",3,0,0,3,0.09
Queensbury Town Justice,OVER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",1,0,1,2,0.08
Queensbury Town Justice,OVER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Queensbury Town Justice,UNDER VOTES,STATS,"Horicon 1,2 ",0,0,0,0,0.00
Queensbury Town Justice,UNDER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Queensbury Town Justice,UNDER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Queensbury Town Justice,UNDER VOTES,STATS,"Queensbury Ward 1 1,2,3,4,5 ",349,406,295,1050,27.58
Queensbury Town Justice,UNDER VOTES,STATS,"Queensbury Ward 2  1,2,3,4 ",420,383,289,1092,32.93
Queensbury Town Justice,UNDER VOTES,STATS,"Queensbury Ward 3 1,2,3,4 ",297,313,272,882,27.01
Queensbury Town Justice,UNDER VOTES,STATS,"Queensbury Ward 4 1,2,3 ",223,215,244,682,27.11
Queensbury Town Justice,UNDER VOTES,STATS,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Horicon Town Justice,Michael N. Geraci,REP,"Horicon 1,2 ",157,58,517,732,99.86
Horicon Town Justice,Michael N. Geraci,REP,"Thurman 1 ",0,0,0,0,0.00
Horicon Town Justice,Michael N. Geraci,REP,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Horicon Town Justice,Michael N. Geraci,REP,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Horicon Town Justice,Michael N. Geraci,REP,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Horicon Town Justice,Write-in,,"Horicon 1,2 ",1,0,0,1,0.14
Horicon Town Justice,Write-in,,"Thurman 1 ",0,0,0,0,0.00
Horicon Town Justice,Write-in,,"Warrensburg 1,2,3 ",0,0,0,0,0.00
Horicon Town Justice,Write-in,,"Queensbury Ward 4 1,2,3 ",0,0,0,0,0.00
Horicon Town Justice,Write-in,,"Glens Falls Ward 1 1 ",0,0,0,0,0.00
Horicon Town Justice,OVER VOTES,STATS,"Horicon 1,2 ",1,0,0,1,0.14
Horicon Town Justice,OVER VOTES,STATS,"Thurman 1 ",0,0,0,0,0.00
Horicon Town Justice,OVER VOTES,STATS,"Warrensburg 1,2,3 ",0,0,0,0,0.00
