Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W2 - D3  ",1,0,4,5,2.06
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W2 - D4  ",6,0,3,9,2.70
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W2 - D5  ",1,0,9,10,5.41
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W2 - D6  ",3,0,5,8,3.96
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W2 - D7  ",3,0,5,8,5.93
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W3 - D1  ",1,0,10,11,3.55
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W3 - D2  ",3,0,6,9,3.41
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W3 - D3  ",1,0,3,4,2.58
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W3 - D4  ",1,0,8,9,2.71
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W3 - D5  ",2,0,4,6,2.20
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W3 - D6  ",0,0,0,0,0.00
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W4 - D1  ",1,0,10,11,2.73
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W4 - D2  ",3,0,6,9,2.39
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W4 - D3  ",1,0,1,2,1.30
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W4 - D4  ",2,0,14,16,3.90
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W4 - D5  ",3,0,11,14,3.74
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W4 - D6  ",6,0,12,18,2.71
Member of Assembly 100th District,Aileen M. Gunther,IND,"Middletown - W4 - D7  ",0,0,5,5,1.00
Member of Assembly 100th District,Aileen M. Gunther,IND,"Mount Hope - D1  ",2,0,9,11,4.38
Member of Assembly 100th District,Aileen M. Gunther,IND,"Mount Hope - D2  ",2,0,24,26,6.86
Member of Assembly 100th District,Aileen M. Gunther,IND,"Mount Hope - D3  ",8,0,27,35,9.19
Member of Assembly 100th District,Aileen M. Gunther,IND,"Mount Hope - D4  ",6,0,31,37,10.03
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W1 - D1  ",5,0,17,22,6.65
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W1 - D2  ",3,0,25,28,7.02
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W1 - D3  ",1,0,11,12,3.44
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W1 - D4  ",6,0,8,14,7.41
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W1 - D5  ",1,0,4,5,4.50
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W1 - D6  ",2,0,17,19,4.55
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W1 - D7  ",3,0,17,20,10.47
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W2 - D1  ",1,0,12,13,5.14
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W2 - D2  ",2,0,15,17,5.00
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W2 - D3  ",4,0,9,13,6.77
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W2 - D4  ",0,0,11,11,2.93
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W2 - D5  ",2,0,13,15,4.76
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W2 - D6  ",1,0,14,15,6.64
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W2 - D7  ",3,0,7,10,5.18
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W3 - D1  ",1,0,8,9,2.05
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W3 - D2  ",2,0,11,13,3.41
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W3 - D3  ",7,0,8,15,2.37
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W3 - D4  ",3,0,6,9,2.15
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W3 - D5  ",2,0,10,12,3.81
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W3 - D6  ",4,0,20,24,4.51
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W3 - D7  ",2,0,11,13,1.83
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W4 - D1  ",6,0,23,29,8.38
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W4 - D2  ",0,0,7,7,3.85
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W4 - D3  ",1,0,8,9,3.20
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W4 - D4  ",3,0,18,21,5.19
Member of Assembly 100th District,Aileen M. Gunther,IND,"Wallkill - W4 - D5  ",3,0,18,21,6.07
Member of Assembly 100th District,Write-in,,"Middletown - W1 - D1  ",0,0,2,2,0.67
Member of Assembly 100th District,Write-in,,"Middletown - W1 - D2  ",0,0,2,2,1.64
Member of Assembly 100th District,Write-in,,"Middletown - W1 - D3  ",0,0,2,2,0.81
Member of Assembly 100th District,Write-in,,"Middletown - W1 - D4  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Middletown - W1 - D5  ",0,0,1,1,0.46
Member of Assembly 100th District,Write-in,,"Middletown - W1 - D6  ",0,0,2,2,0.91
Member of Assembly 100th District,Write-in,,"Middletown - W2 - D1  ",1,0,0,1,0.52
Member of Assembly 100th District,Write-in,,"Middletown - W2 - D2  ",0,0,2,2,0.93
Member of Assembly 100th District,Write-in,,"Middletown - W2 - D3  ",0,0,7,7,2.88
Member of Assembly 100th District,Write-in,,"Middletown - W2 - D4  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Middletown - W2 - D5  ",1,0,1,2,1.08
Member of Assembly 100th District,Write-in,,"Middletown - W2 - D6  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Middletown - W2 - D7  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Middletown - W3 - D1  ",1,0,3,4,1.29
Member of Assembly 100th District,Write-in,,"Middletown - W3 - D2  ",0,0,1,1,0.38
Member of Assembly 100th District,Write-in,,"Middletown - W3 - D3  ",0,0,3,3,1.94
Member of Assembly 100th District,Write-in,,"Middletown - W3 - D4  ",0,0,2,2,0.60
Member of Assembly 100th District,Write-in,,"Middletown - W3 - D5  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Middletown - W3 - D6  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Middletown - W4 - D1  ",1,0,0,1,0.25
Member of Assembly 100th District,Write-in,,"Middletown - W4 - D2  ",0,0,1,1,0.27
Member of Assembly 100th District,Write-in,,"Middletown - W4 - D3  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Middletown - W4 - D4  ",0,0,2,2,0.49
Member of Assembly 100th District,Write-in,,"Middletown - W4 - D5  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Middletown - W4 - D6  ",1,0,2,3,0.45
Member of Assembly 100th District,Write-in,,"Middletown - W4 - D7  ",1,0,2,3,0.60
Member of Assembly 100th District,Write-in,,"Mount Hope - D1  ",0,0,4,4,1.59
Member of Assembly 100th District,Write-in,,"Mount Hope - D2  ",0,0,3,3,0.79
Member of Assembly 100th District,Write-in,,"Mount Hope - D3  ",0,0,10,10,2.62
Member of Assembly 100th District,Write-in,,"Mount Hope - D4  ",0,0,3,3,0.81
Member of Assembly 100th District,Write-in,,"Wallkill - W1 - D1  ",1,0,3,4,1.21
Member of Assembly 100th District,Write-in,,"Wallkill - W1 - D2  ",0,0,2,2,0.50
Member of Assembly 100th District,Write-in,,"Wallkill - W1 - D3  ",1,0,0,1,0.29
Member of Assembly 100th District,Write-in,,"Wallkill - W1 - D4  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Wallkill - W1 - D5  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Wallkill - W1 - D6  ",0,0,1,1,0.24
Member of Assembly 100th District,Write-in,,"Wallkill - W1 - D7  ",0,0,1,1,0.52
Member of Assembly 100th District,Write-in,,"Wallkill - W2 - D1  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Wallkill - W2 - D2  ",0,0,1,1,0.29
Member of Assembly 100th District,Write-in,,"Wallkill - W2 - D3  ",0,0,2,2,1.04
Member of Assembly 100th District,Write-in,,"Wallkill - W2 - D4  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Wallkill - W2 - D5  ",0,0,2,2,0.63
Member of Assembly 100th District,Write-in,,"Wallkill - W2 - D6  ",0,0,1,1,0.44
Member of Assembly 100th District,Write-in,,"Wallkill - W2 - D7  ",0,0,2,2,1.04
Member of Assembly 100th District,Write-in,,"Wallkill - W3 - D1  ",1,0,0,1,0.23
Member of Assembly 100th District,Write-in,,"Wallkill - W3 - D2  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Wallkill - W3 - D3  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Wallkill - W3 - D4  ",2,0,1,3,0.72
Member of Assembly 100th District,Write-in,,"Wallkill - W3 - D5  ",0,0,3,3,0.95
Member of Assembly 100th District,Write-in,,"Wallkill - W3 - D6  ",0,0,3,3,0.56
Member of Assembly 100th District,Write-in,,"Wallkill - W3 - D7  ",1,0,0,1,0.14
Member of Assembly 100th District,Write-in,,"Wallkill - W4 - D1  ",5,0,0,5,1.45
Member of Assembly 100th District,Write-in,,"Wallkill - W4 - D2  ",0,0,1,1,0.55
Member of Assembly 100th District,Write-in,,"Wallkill - W4 - D3  ",0,0,0,0,0.00
Member of Assembly 100th District,Write-in,,"Wallkill - W4 - D4  ",0,0,4,4,0.99
Member of Assembly 100th District,Write-in,,"Wallkill - W4 - D5  ",0,0,2,2,0.58
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Crawford - D1  ",37,0,130,167,34.22
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Crawford - D2  ",48,0,88,136,29.89
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Crawford - D3  ",53,0,146,199,29.97
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Crawford - D4  ",30,0,134,164,29.18
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Crawford - D5  ",51,0,108,159,29.72
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Crawford - D6  ",71,0,165,236,33.86
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Crawford - D7  ",48,0,144,192,36.99
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Crawford - D8  ",39,0,124,163,36.47
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D1  ",41,0,165,206,33.01
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D2  ",76,0,260,336,44.98
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D3  ",87,0,276,363,50.28
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D4  ",42,0,124,166,31.44
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D5  ",83,0,165,248,40.99
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D6  ",56,0,159,215,45.36
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D7  ",60,0,176,236,43.14
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D8  ",73,0,216,289,57.68
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D9  ",32,0,106,138,30.00
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D10  ",44,0,91,135,26.52
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D11  ",37,0,125,162,32.46
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D12  ",67,0,205,272,52.61
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D13  ",46,0,148,194,29.26
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D14  ",27,0,98,125,29.48
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D15  ",38,0,195,233,40.81
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D16  ",66,0,190,256,39.81
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D17  ",62,0,212,274,46.36
"Member of Assembly 101st District ",Chad J. McEvoy,DEM,"Montgomery - D18  ",62,0,191,253,32.44
"Member of Assembly 101st District ",Brian D. Miller,REP,"Crawford - D1  ",22,0,241,263,53.89
"Member of Assembly 101st District ",Brian D. Miller,REP,"Crawford - D2  ",27,0,239,266,58.46
"Member of Assembly 101st District ",Brian D. Miller,REP,"Crawford - D3  ",32,0,350,382,57.53
"Member of Assembly 101st District ",Brian D. Miller,REP,"Crawford - D4  ",16,0,301,317,56.41
"Member of Assembly 101st District ",Brian D. Miller,REP,"Crawford - D5  ",28,0,274,302,56.45
"Member of Assembly 101st District ",Brian D. Miller,REP,"Crawford - D6  ",40,0,341,381,54.66
"Member of Assembly 101st District ",Brian D. Miller,REP,"Crawford - D7  ",20,0,252,272,52.41
"Member of Assembly 101st District ",Brian D. Miller,REP,"Crawford - D8  ",26,0,205,231,51.68
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D1  ",30,0,317,347,55.61
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D2  ",37,0,303,340,45.52
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D3  ",34,0,256,290,40.17
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D4  ",30,0,263,293,55.49
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D5  ",22,0,265,287,47.44
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D6  ",11,0,175,186,39.24
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D7  ",24,0,219,243,44.42
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D8  ",8,0,151,159,31.74
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D9  ",15,0,253,268,58.26
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D10  ",28,0,266,294,57.76
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D11  ",23,0,259,282,56.51
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D12  ",24,0,175,199,38.49
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D13  ",39,0,345,384,57.92
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D14  ",17,0,208,225,53.07
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D15  ",14,0,256,270,47.29
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D16  ",23,0,286,309,48.06
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D17  ",17,0,232,249,42.13
"Member of Assembly 101st District ",Brian D. Miller,REP,"Montgomery - D18  ",54,0,390,444,56.92
"Member of Assembly 101st District ",Brian D. Miller,CON,"Crawford - D1  ",1,0,25,26,5.33
"Member of Assembly 101st District ",Brian D. Miller,CON,"Crawford - D2  ",4,0,24,28,6.15
"Member of Assembly 101st District ",Brian D. Miller,CON,"Crawford - D3  ",5,0,47,52,7.83
"Member of Assembly 101st District ",Brian D. Miller,CON,"Crawford - D4  ",5,0,35,40,7.12
"Member of Assembly 101st District ",Brian D. Miller,CON,"Crawford - D5  ",9,0,36,45,8.41
"Member of Assembly 101st District ",Brian D. Miller,CON,"Crawford - D6  ",7,0,41,48,6.89
"Member of Assembly 101st District ",Brian D. Miller,CON,"Crawford - D7  ",3,0,33,36,6.94
"Member of Assembly 101st District ",Brian D. Miller,CON,"Crawford - D8  ",2,0,22,24,5.37
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D1  ",5,0,39,44,7.05
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D2  ",4,0,32,36,4.82
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D3  ",7,0,23,30,4.16
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D4  ",7,0,26,33,6.25
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D5  ",8,0,23,31,5.12
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D6  ",4,0,29,33,6.96
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D7  ",5,0,40,45,8.23
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D8  ",1,0,27,28,5.59
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D9  ",3,0,31,34,7.39
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D10  ",2,0,48,50,9.82
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D11  ",4,0,28,32,6.41
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D12  ",0,0,26,26,5.03
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D13  ",6,0,46,52,7.84
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D14  ",9,0,34,43,10.14
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D15  ",2,0,22,24,4.20
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D16  ",1,0,36,37,5.75
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D17  ",8,0,24,32,5.41
"Member of Assembly 101st District ",Brian D. Miller,CON,"Montgomery - D18  ",5,0,45,50,6.41
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Crawford - D1  ",1,0,11,12,2.46
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Crawford - D2  ",1,0,7,8,1.76
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Crawford - D3  ",5,0,10,15,2.26
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Crawford - D4  ",3,0,13,16,2.85
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Crawford - D5  ",6,0,11,17,3.18
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Crawford - D6  ",1,0,20,21,3.01
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Crawford - D7  ",1,0,9,10,1.93
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Crawford - D8  ",3,0,10,13,2.91
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D1  ",0,0,11,11,1.76
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D2  ",2,0,17,19,2.54
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D3  ",3,0,12,15,2.08
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D4  ",6,0,8,14,2.65
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D5  ",4,0,14,18,2.98
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D6  ",1,0,20,21,4.43
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D7  ",2,0,11,13,2.38
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D8  ",5,0,10,15,2.99
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D9  ",2,0,4,6,1.30
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D10  ",0,0,11,11,2.16
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D11  ",3,0,10,13,2.61
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D12  ",1,0,7,8,1.55
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D13  ",4,0,13,17,2.56
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D14  ",3,0,11,14,3.30
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D15  ",4,0,14,18,3.15
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D16  ",4,0,16,20,3.11
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D17  ",8,0,10,18,3.05
"Member of Assembly 101st District ",Chad J. McEvoy,WOR,"Montgomery - D18  ",1,0,13,14,1.79
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Crawford - D1  ",3,0,13,16,3.28
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Crawford - D2  ",2,0,12,14,3.08
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Crawford - D3  ",0,0,8,8,1.20
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Crawford - D4  ",4,0,15,19,3.38
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Crawford - D5  ",0,0,9,9,1.68
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Crawford - D6  ",4,0,3,7,1.00
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Crawford - D7  ",2,0,2,4,0.77
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Crawford - D8  ",0,0,12,12,2.68
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D1  ",0,0,9,9,1.44
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D2  ",5,0,5,10,1.34
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D3  ",4,0,15,19,2.63
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D4  ",2,0,8,10,1.89
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D5  ",5,0,11,16,2.64
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D6  ",5,0,9,14,2.95
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D7  ",2,0,6,8,1.46
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D8  ",2,0,5,7,1.40
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D9  ",0,0,9,9,1.96
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D10  ",2,0,10,12,2.36
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D11  ",0,0,5,5,1.00
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D12  ",0,0,7,7,1.35
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D13  ",2,0,8,10,1.51
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D14  ",1,0,9,10,2.36
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D15  ",6,0,12,18,3.15
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D16  ",5,0,7,12,1.87
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D17  ",2,0,10,12,2.03
"Member of Assembly 101st District ",Barbara A. Kidney,GRE,"Montgomery - D18  ",1,0,11,12,1.54
"Member of Assembly 101st District ",Brian D. Miller,IND,"Crawford - D1  ",0,0,4,4,0.82
"Member of Assembly 101st District ",Brian D. Miller,IND,"Crawford - D2  ",0,0,3,3,0.66
"Member of Assembly 101st District ",Brian D. Miller,IND,"Crawford - D3  ",3,0,5,8,1.20
"Member of Assembly 101st District ",Brian D. Miller,IND,"Crawford - D4  ",1,0,5,6,1.07
"Member of Assembly 101st District ",Brian D. Miller,IND,"Crawford - D5  ",1,0,2,3,0.56
"Member of Assembly 101st District ",Brian D. Miller,IND,"Crawford - D6  ",1,0,3,4,0.57
"Member of Assembly 101st District ",Brian D. Miller,IND,"Crawford - D7  ",1,0,4,5,0.96
"Member of Assembly 101st District ",Brian D. Miller,IND,"Crawford - D8  ",2,0,2,4,0.89
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D1  ",1,0,6,7,1.12
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D2  ",0,0,6,6,0.80
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D3  ",1,0,4,5,0.69
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D4  ",4,0,8,12,2.27
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D5  ",1,0,4,5,0.83
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D6  ",1,0,4,5,1.05
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D7  ",0,0,2,2,0.37
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D8  ",1,0,1,2,0.40
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D9  ",2,0,3,5,1.09
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D10  ",2,0,5,7,1.38
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D11  ",2,0,3,5,1.00
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D12  ",1,0,4,5,0.97
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D13  ",0,0,6,6,0.90
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D14  ",0,0,7,7,1.65
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D15  ",1,0,6,7,1.23
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D16  ",2,0,6,8,1.24
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D17  ",3,0,3,6,1.02
"Member of Assembly 101st District ",Brian D. Miller,IND,"Montgomery - D18  ",2,0,5,7,0.90
"Member of Assembly 101st District ",Write-in,,"Crawford - D1  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Crawford - D2  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Crawford - D3  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Crawford - D4  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Crawford - D5  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Crawford - D6  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Crawford - D7  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Crawford - D8  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D1  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D2  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D3  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D4  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D5  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D6  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D7  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D8  ",0,0,1,1,0.20
"Member of Assembly 101st District ",Write-in,,"Montgomery - D9  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D10  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D11  ",0,0,0,0,0.00
